Animal_ID,Named,DateTime_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type,Sex_upon_Intake,Age_upon_Intake,Breed,Color,DateTime_Outcome,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,Length_of_Stay,Wild,Younger_than_1_Intake
A814719,Y,2020-03-04 14:59:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.5833333333333334,German Shepherd/Australian Cattle Dog,Other,2020-03-05 15:07:00,Neutered Male,0.5833333333333334,0.0,1,N,Y
A814718,N,2020-03-04 14:51:00,Austin (TX),Stray,Normal,Cat,Intact Male,4.0,Domestic Shorthair,Black,2020-03-09 14:57:00,Intact Male,4.0,0.0,5,N,N
A814716,Y,2020-03-04 14:02:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,0.4166666666666667,Domestic Shorthair,Tortie,2020-03-27 08:04:00,Spayed Female,0.5,0.0,22,N,Y
A814711,Y,2020-03-04 13:35:00,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby,2020-03-04 18:46:00,Neutered Male,3.0,1.0,0,N,N
A814710,Y,2020-03-04 13:43:00,Austin (TX),Stray,Normal,Cat,Neutered Male,4.0,Domestic Shorthair,Orange Tabby,2020-03-07 13:21:00,Neutered Male,4.0,0.0,2,N,N
A814709,Y,2020-03-04 13:13:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pit Bull,Brown/White,2020-03-04 15:57:00,Intact Female,3.0,0.0,0,N,N
A814708,Y,2020-03-04 13:13:00,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,4.0,German Shepherd,Black/Tan,2020-03-08 18:00:00,Spayed Female,4.0,0.0,4,N,N
A814707,Y,2020-03-04 13:13:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.4166666666666667,Pit Bull,Blue/White,2020-03-04 15:55:00,Intact Female,0.4166666666666667,0.0,0,N,Y
A814705,Y,2020-03-04 11:54:00,Austin (TX),Abandoned,Normal,Dog,Intact Female,1.0,Pit Bull,Black,2020-03-12 10:58:00,Intact Female,1.0,0.0,7,N,N
A814704,Y,2020-03-04 11:38:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,German Shepherd,Black/Tan,2020-03-12 10:58:00,Neutered Male,3.0,0.0,7,N,N
A814702,N,2020-03-04 11:33:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-05 09:55:00,Unknown,2.0,1.0,0,Y,N
A814697,Y,2020-03-04 07:21:00,Austin (TX),Owner Surrender,Pregnant,Dog,Spayed Female,2.0,Other,Brown/White,2020-03-13 14:39:00,Spayed Female,2.0,0.0,9,N,N
A814692,N,2020-03-03 22:54:00,Pflugerville (TX),Wildlife,Injured,Bat,Unknown,1.0,Other,Brown,2020-03-04 12:47:00,Unknown,1.0,1.0,0,Y,N
A814690,Y,2020-03-03 18:37:00,Travis (TX),Stray,Normal,Dog,Neutered Male,3.0,Other,Black/Brown,2020-03-04 18:34:00,Neutered Male,3.0,0.0,0,N,N
A814689,Y,2020-03-03 18:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,White/Tan,2020-03-07 17:44:00,Neutered Male,0.16666666666666666,0.0,3,N,Y
A814685,N,2020-03-03 17:06:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Other,Other,2020-03-07 17:13:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814684,N,2020-03-03 16:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Great Pyrenees,Brown,2020-03-07 17:47:00,Spayed Female,0.08333333333333333,0.0,4,N,Y
A814683,N,2020-03-03 16:38:00,Travis (TX),Wildlife,Sick,Raccoon,Unknown,1.0,Other,Brown,2020-03-03 17:01:00,Unknown,1.0,1.0,0,Y,N
A814682,Y,2020-03-03 16:36:00,Austin (TX),Stray,Injured,Dog,Spayed Female,3.0,Other,Red,2020-03-04 11:34:00,Spayed Female,3.0,0.0,0,N,N
A814681,Y,2020-03-03 16:06:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3.0,Other,Other,2020-03-09 17:11:00,Spayed Female,3.0,0.0,6,N,N
A814677,Y,2020-03-03 15:38:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,2020-03-06 17:57:00,Neutered Male,2.0,0.0,3,N,N
A814676,N,2020-03-03 15:40:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever,Black,2020-03-07 16:25:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814674,N,2020-03-03 15:18:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,American Staffordshire Terrier,Other,2020-03-05 17:38:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A814673,Y,2020-03-03 15:18:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,American Staffordshire Terrier,Other,2020-03-05 17:14:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A814672,N,2020-03-03 15:18:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,American Staffordshire Terrier,Other,2020-03-05 18:27:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A814671,N,2020-03-03 15:18:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,American Staffordshire Terrier,Other,2020-03-05 18:03:00,Neutered Male,0.16666666666666666,0.0,2,N,Y
A814670,N,2020-03-03 15:18:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,American Staffordshire Terrier,Other,2020-03-04 17:46:00,Neutered Male,0.08333333333333333,0.0,1,N,Y
A814664,N,2020-03-03 14:31:00,Austin (TX),Wildlife,Normal,Bat,Unknown,3.0,Other,Brown,2020-03-04 09:40:00,Unknown,3.0,1.0,0,Y,N
A814663,Y,2020-03-03 14:04:00,Travis (TX),Stray,Sick,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair,Black,2020-03-10 18:20:00,Neutered Male,0.08333333333333333,0.0,7,N,Y
A814662,N,2020-03-03 14:04:00,Travis (TX),Stray,Sick,Dog,Intact Female,0.08333333333333333,Chihuahua Shorthair,Red,2020-03-10 17:36:00,Spayed Female,0.08333333333333333,0.0,7,N,Y
A814661,N,2020-03-03 14:04:00,Travis (TX),Stray,Sick,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair,Red,2020-03-10 17:50:00,Neutered Male,0.08333333333333333,0.0,7,N,Y
A814660,N,2020-03-03 14:04:00,Travis (TX),Stray,Sick,Dog,Intact Female,0.08333333333333333,Chihuahua Shorthair,Black,2020-03-09 18:32:00,Spayed Female,0.08333333333333333,0.0,6,N,Y
A814659,Y,2020-03-03 14:02:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Brown/White,2020-03-07 17:31:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814652,N,2020-03-03 13:19:00,Austin (TX),Stray,Injured,Cat,Neutered Male,2.0,Domestic Shorthair,Other,2020-03-03 17:50:00,Neutered Male,2.0,0.0,0,N,N
A814651,N,2020-03-03 13:02:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2.0,Other,Brown/White,2020-03-07 16:11:00,Spayed Female,2.0,0.0,4,N,N
A814650,Y,2020-03-03 12:51:00,Manor (TX),Stray,Normal,Dog,Intact Male,0.25,German Shepherd,Tricolor,2020-03-15 15:03:00,Neutered Male,0.3333333333333333,0.0,12,N,Y
A814647,Y,2020-03-03 12:36:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,German Shepherd,Other,2020-03-03 14:26:00,Intact Male,2.0,0.0,0,N,N
A814646,Y,2020-03-03 12:32:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Other,Other,2020-03-05 16:29:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A814645,Y,2020-03-03 12:32:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1.0,Pit Bull Mix,Black/White,2020-03-12 12:12:00,Intact Female,1.0,0.0,8,N,N
A814644,Y,2020-03-03 12:19:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3.0,Domestic Shorthair,Black/White,2020-03-08 21:06:00,Spayed Female,3.0,0.0,5,N,N
A814643,N,2020-03-03 12:04:00,Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Black/White,2020-03-07 15:24:00,Intact Male,2.0,0.0,4,N,N
A814642,N,2020-03-03 11:31:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Other,Black/White,2020-03-03 15:28:00,Intact Male,0.08333333333333333,0.0,0,N,Y
A814641,N,2020-03-03 11:31:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Other,Black/White,2020-03-03 15:27:00,Intact Male,0.08333333333333333,0.0,0,N,Y
A814640,Y,2020-03-03 11:35:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,2.0,Other,Black/White,2020-03-06 11:28:00,Intact Female,2.0,0.0,2,N,N
A814639,N,2020-03-03 11:31:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.08333333333333333,Other,Black/White,2020-03-03 15:28:00,Intact Male,0.08333333333333333,0.0,0,N,Y
A814630,Y,2020-03-03 10:26:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,1.0,Other,Other,2020-03-04 12:15:00,Intact Female,1.0,0.0,1,N,N
A814620,N,2020-03-03 08:32:00,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair,Other,2020-03-08 13:46:00,Intact Male,2.0,1.0,5,N,N
A814619,Y,2020-03-03 08:27:00,Austin (TX),Stray,Normal,Dog,Neutered Male,6.0,Other,Black/White,2020-03-03 14:44:00,Neutered Male,6.0,0.0,0,N,N
A814618,N,2020-03-03 08:25:00,Austin (TX),Stray,Injured,Cat,Unknown,1.0,Domestic Shorthair,Black,2020-03-03 16:22:00,Unknown,1.0,1.0,0,N,N
A814617,N,2020-03-03 08:15:00,Austin (TX),Stray,Injured,Cat,Unknown,0.038461538461538464,Domestic Shorthair,Black,2020-03-03 09:15:00,Unknown,0.038461538461538464,1.0,0,N,Y
A814616,N,2020-03-03 07:55:00,Austin (TX),Stray,Injured,Dog,Intact Female,4.0,Pit Bull,Blue/White,2020-03-03 08:37:00,Intact Female,4.0,1.0,0,N,N
A814613,N,2020-03-02 20:02:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-03 09:51:00,Unknown,1.0,1.0,0,Y,N
A814612,Y,2020-03-02 19:00:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Other,Black/Brown,2020-03-21 16:07:00,Spayed Female,0.08333333333333333,0.0,18,N,Y
A814611,Y,2020-03-02 19:00:00,Travis (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,Black,2020-03-25 12:19:00,Neutered Male,0.08333333333333333,0.0,22,N,Y
A814606,N,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.019230769230769232,Labrador Retriever,Brown Brindle/White,2020-03-12 13:17:00,Intact Female,0.0576923076923077,0.0,9,N,Y
A814605,N,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Male,0.019230769230769232,Labrador Retriever,Black/White,2020-03-12 13:17:00,Intact Male,0.0576923076923077,0.0,9,N,Y
A814604,Y,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever,Black/White,2020-03-12 13:16:00,Intact Female,1.0,0.0,9,N,N
A814602,N,2020-03-02 17:34:00,Austin (TX),Stray,Normal,Dog,Intact Male,10.0,Chihuahua Shorthair Mix,Black/Brown,2020-03-06 12:18:00,Intact Male,10.0,0.0,3,N,N
A814592,Y,2020-03-02 16:34:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Other,2020-03-06 17:06:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814586,Y,2020-03-02 16:02:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.25,German Shepherd Mix,Black/White,2020-03-15 14:59:00,Spayed Female,0.3333333333333333,0.0,12,N,Y
A814585,Y,2020-03-09 12:13:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2.0,Labrador Retriever,Red/White,2020-03-12 17:07:00,Neutered Male,2.0,0.0,3,N,N
A814583,N,2020-03-02 16:02:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,German Shepherd Mix,Black/Brown,2020-03-07 19:12:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A814581,Y,2020-03-02 15:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair,Tricolor,2020-03-18 11:38:00,Neutered Male,2.0,0.0,15,N,N
A814579,Y,2020-03-02 15:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair,Tricolor,2020-03-18 11:38:00,Neutered Male,2.0,0.0,15,N,N
A814576,Y,2020-03-06 12:56:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,1.0,German Shepherd,Black/Brown,2020-03-13 11:18:00,Intact Male,1.0,0.0,6,N,N
A814575,Y,2020-03-02 14:30:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6.0,Great Pyrenees,White,2020-03-16 16:53:00,Neutered Male,6.0,0.0,14,N,N
A814574,Y,2020-03-02 14:30:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,6.0,Other,Black/White,2020-03-10 14:17:00,Intact Female,6.0,0.0,7,N,N
A814573,Y,2020-03-02 14:20:00,Austin (TX),Stray,Normal,Tortoise,Intact Male,5.0,Other,Brown,2020-03-02 18:37:00,Intact Male,5.0,0.0,0,N,N
A814571,Y,2020-03-02 13:57:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Other,Red,2020-03-25 11:50:00,Spayed Female,0.3333333333333333,0.0,22,N,Y
A814570,Y,2020-03-02 13:45:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.6666666666666666,Labrador Retriever,Black/Tan,2020-03-17 14:10:00,Neutered Male,0.6666666666666666,0.0,15,N,Y
A814566,N,2020-03-02 13:05:00,Austin (TX),Abandoned,Sick,Dog,Neutered Male,2.0,Siberian Husky,Brown/White,2020-03-06 16:25:00,Neutered Male,2.0,1.0,4,N,N
A814563,Y,2020-03-02 12:42:00,Austin (TX),Owner Surrender,Normal,Rabbit Sh,Unknown,0.4166666666666667,Other,Brown,2020-03-19 18:00:00,Unknown,0.5,0.0,17,N,Y
A814562,Y,2020-03-02 12:42:00,Austin (TX),Owner Surrender,Normal,Rabbit Sh,Unknown,0.4166666666666667,Other,Brown/White,2020-03-19 18:00:00,Unknown,0.5,0.0,17,N,Y
A814561,Y,2020-03-02 12:15:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6.0,Pit Bull,Other,2020-03-08 19:18:00,Spayed Female,6.0,0.0,6,N,N
A814556,Y,2020-03-02 12:02:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pit Bull,Other,2020-03-14 17:14:00,Spayed Female,2.0,0.0,12,N,N
A814555,Y,2020-03-02 11:57:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Pit Bull,White/Tan,2020-03-10 17:22:00,Neutered Male,3.0,0.0,8,N,N
A814554,Y,2020-03-02 11:57:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,German Shepherd/Australian Cattle Dog,Black/Tan,2020-03-12 12:11:00,Neutered Male,1.0,0.0,10,N,N
A814552,Y,2020-03-02 11:47:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Pit Bull,Other,2020-03-09 17:48:00,Neutered Male,3.0,0.0,7,N,N
A814549,Y,2020-03-11 16:53:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,0.6666666666666666,German Shepherd,Black/Tan,2020-03-13 11:50:00,Spayed Female,0.6666666666666666,0.0,1,N,Y
A814548,Y,2020-03-02 11:10:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Other,Black/White,2020-03-09 15:39:00,Neutered Male,0.3333333333333333,0.0,7,N,Y
A814547,N,2020-03-02 11:14:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-02 11:23:00,Unknown,2.0,1.0,0,Y,N
A814546,N,2020-03-02 11:01:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-02 11:10:00,Unknown,2.0,1.0,0,Y,N
A814544,N,2020-03-02 10:46:00,Pflugerville (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-02 11:03:00,Unknown,2.0,1.0,0,Y,N
A814542,Y,2020-03-02 17:54:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,7.0,Other,Black/White,2020-03-13 18:45:00,Neutered Male,7.0,0.0,11,N,N
A814541,N,2020-03-02 12:33:00,Austin (TX),Wildlife,Injured,Fox,Unknown,2.0,Other,Brown,2020-03-04 09:28:00,Unknown,2.0,1.0,1,Y,N
A814535,N,2020-03-02 08:06:00,Austin (TX),Stray,Injured,Cat,Spayed Female,8.0,Domestic Shorthair,Black,2020-03-02 10:59:00,Spayed Female,8.0,1.0,0,N,N
A814534,N,2020-03-02 07:56:00,Austin (TX),Stray,Injured,Cat,Intact Male,3.0,Domestic Shorthair,Other,2020-03-02 10:58:00,Intact Male,3.0,1.0,0,N,N
A814531,N,2020-03-01 22:26:00,Pflugerville (TX),Wildlife,Injured,Bat,Unknown,1.0,Other,Brown,2020-03-02 11:41:00,Unknown,1.0,1.0,0,Y,N
A814530,N,2020-03-01 22:59:00,Austin (TX),Wildlife,Injured,Raccoon,Unknown,1.0,Other,Brown,2020-03-02 11:40:00,Unknown,1.0,1.0,0,Y,N
A814528,N,2020-03-01 16:57:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.75,Other,Other,2020-03-05 11:58:00,Intact Female,0.75,0.0,3,N,Y
A814527,Y,2020-03-01 16:57:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,German Shepherd Mix,Black/Brown,2020-03-07 16:57:00,Neutered Male,1.0,0.0,6,N,N
A814526,Y,2020-03-01 16:41:00,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Pit Bull Mix,White/Chocolate,2020-03-10 14:17:00,Intact Female,1.0,0.0,8,N,N
A814521,Y,2020-03-01 15:43:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,German Shepherd Mix,Black/Brown,2020-03-02 17:31:00,Intact Male,2.0,0.0,1,N,N
A814518,Y,2020-03-01 14:53:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair,Black/Brown,2020-03-21 15:35:00,Neutered Male,2.0,0.0,20,N,N
A814517,Y,2020-03-01 14:47:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Other,Black/Brown,2020-03-05 19:01:00,Neutered Male,2.0,0.0,4,N,N
A814514,Y,2020-03-01 13:43:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1.0,Domestic Shorthair,Brown Tabby,2020-03-06 12:18:00,Neutered Male,1.0,0.0,4,N,N
A814513,N,2020-03-01 13:16:00,Manor (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair,Other,2020-03-05 10:57:00,Intact Female,2.0,0.0,3,N,N
A814512,N,2020-03-01 13:06:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Chihuahua Shorthair,White,2020-03-05 17:15:00,Neutered Male,1.0,0.0,4,N,N
A814511,Y,2020-03-01 13:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.8333333333333334,Other,Black/White,2020-03-04 18:46:00,Intact Male,0.8333333333333334,0.0,3,N,Y
A814509,Y,2020-03-15 12:21:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6.0,Chihuahua Shorthair,Tan,2020-03-17 12:59:00,Neutered Male,6.0,0.0,2,N,N
A814508,N,2020-03-01 12:44:00,Austin (TX),Wildlife,Sick,Raccoon,Unknown,2.0,Other,Other,2020-03-01 19:18:00,Unknown,2.0,1.0,0,Y,N
A814507,Y,2020-03-01 12:24:00,Manor (TX),Public Assist,Normal,Dog,Intact Female,10.0,Other,Tricolor,2020-03-11 11:56:00,Intact Female,10.0,0.0,9,N,N
A814506,Y,2020-03-01 12:15:00,Manor (TX),Stray,Normal,Dog,Intact Male,2.0,Other,White,2020-03-03 18:59:00,Intact Male,2.0,0.0,2,N,N
A814505,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair,Black,2020-03-05 17:02:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814504,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2020-03-03 17:51:00,Intact Male,0.16666666666666666,0.0,2,N,Y
A814503,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2020-03-03 17:52:00,Intact Male,0.16666666666666666,0.0,2,N,Y
A814502,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair,Other,2020-03-05 16:43:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814501,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Shorthair,White/Orange Tabby,2020-03-05 10:58:00,Unknown,0.5,0.0,3,N,Y
A814500,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Shorthair,Other,2020-03-05 10:58:00,Unknown,0.5,0.0,3,N,Y
A814499,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Medium Hair,Orange Tabby,2020-03-05 10:58:00,Unknown,0.5,0.0,3,N,Y
A814498,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Longhair,Other,2020-03-05 14:51:00,Unknown,0.5,0.0,4,N,Y
A814497,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,0.4166666666666667,Domestic Shorthair,Other,2020-03-05 14:51:00,Unknown,0.5,0.0,4,N,Y
A814496,N,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,0.4166666666666667,Domestic Shorthair,Calico,2020-03-05 14:53:00,Intact Female,0.5,0.0,4,N,Y
A814494,Y,2020-03-01 11:38:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.3333333333333333,German Shepherd Mix,Black/Brown,2020-03-15 12:42:00,Spayed Female,0.4166666666666667,0.0,14,N,Y
A814493,N,2020-03-01 11:05:00,Austin (TX),Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair,Black,2020-03-05 14:53:00,Unknown,2.0,0.0,4,N,N
A814492,Y,2020-03-01 11:04:00,Leander (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,German Shepherd Mix,Black/Brown,2020-03-02 11:23:00,Intact Male,0.3333333333333333,0.0,1,N,Y
A814489,N,2020-03-01 10:38:00,Austin (TX),Stray,Injured,Dog,Intact Male,5.0,Other,White,2020-03-04 16:29:00,Intact Male,5.0,1.0,3,N,N
A814487,N,2020-03-01 10:33:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-01 19:16:00,Unknown,2.0,1.0,0,Y,N
A814486,Y,2020-03-01 08:14:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,German Shepherd Mix,Black/Brown,2020-03-12 12:11:00,Neutered Male,3.0,0.0,11,N,N
A814480,N,2020-02-29 20:05:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-01 19:07:00,Unknown,2.0,1.0,0,Y,N
A814476,Y,2020-03-08 15:02:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.5833333333333334,Labrador Retriever,Black/White,2020-03-10 19:03:00,Neutered Male,0.5833333333333334,0.0,2,N,Y
A814475,Y,2020-02-29 16:36:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333334,Labrador Retriever,Black/White,2020-03-08 16:38:00,Neutered Male,0.5833333333333334,0.0,8,N,Y
A814473,N,2020-02-29 16:22:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Black/Brown,2020-03-01 18:57:00,Unknown,2.0,1.0,1,Y,N
A814472,N,2020-02-29 20:40:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-01 19:14:00,Unknown,2.0,1.0,0,Y,N
A814471,N,2020-02-29 20:35:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-01 19:12:00,Unknown,2.0,1.0,0,Y,N
A814470,Y,2020-02-29 16:08:00,Travis (TX),Stray,Normal,Dog,Neutered Male,9.0,Other,Black/Brown,2020-02-29 17:21:00,Neutered Male,9.0,0.0,0,N,N
A814469,Y,2020-02-29 16:07:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pit Bull,Other,2020-03-05 19:22:00,Neutered Male,2.0,0.0,5,N,N
A814467,N,2020-02-29 16:13:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-01 18:54:00,Unknown,2.0,1.0,1,Y,N
A814466,N,2020-02-29 15:55:00,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair,Other,2020-03-04 10:34:00,Intact Male,1.0,0.0,3,N,N
A814465,Y,2020-02-29 15:59:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3.0,Other,Tan,2020-03-10 14:16:00,Neutered Male,3.0,0.0,9,N,N
A814464,N,2020-02-29 15:54:00,Austin (TX),Wildlife,Sick,Bat,Unknown,2.0,Other,Brown,2020-02-29 18:32:00,Unknown,2.0,1.0,0,Y,N
A814463,Y,2020-02-29 15:23:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1.0,Other,White,2020-03-10 17:26:00,Neutered Male,1.0,0.0,10,N,N
A814462,Y,2020-02-29 15:07:00,Pflugerville (TX),Stray,Normal,Dog,Intact Female,2.0,Other,Black/Tan,2020-03-04 16:22:00,Spayed Female,2.0,0.0,4,N,N
A814461,Y,2020-02-29 15:04:00,Austin (TX),Stray,Injured,Dog,Intact Male,0.4166666666666667,Other,Black/White,2020-03-08 12:19:00,Intact Male,0.4166666666666667,0.0,7,N,Y
A814458,Y,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,0.25,Domestic Shorthair,Brown Tabby/White,2020-03-03 17:52:00,Neutered Male,0.25,0.0,3,N,Y
A814457,Y,2020-02-29 14:39:00,Travis (TX),Stray,Normal,Dog,Intact Female,1.0,Pit Bull,Blue/White,2020-03-01 14:02:00,Intact Female,1.0,0.0,0,N,N
A814456,N,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.010958904109589041,Domestic Shorthair,Tortie,2020-02-29 16:32:00,Intact Female,0.010958904109589041,0.0,0,N,Y
A814455,N,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Male,0.010958904109589041,Domestic Shorthair,Other,2020-02-29 16:32:00,Intact Male,0.010958904109589041,0.0,0,N,Y
A814454,N,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Male,0.010958904109589041,Domestic Shorthair,Other,2020-02-29 16:31:00,Intact Male,0.010958904109589041,0.0,0,N,Y
